deskno,Kernel,OS_version,RAM,Processor,Hdd1,Hdd2,Hdd3,Hdd4
78,3,CentOS Linux release 7.8.2003,7.6G,name : Intel(R) Core(TM) i3-2120 CPU,238.5G,465.8G,465.8G,
